year,age_group,gender,deaths
2023,50 +,male,31
2023,50 +,female,18
2023,30 to 49,male,1
2023,50 +,female,1
2023,50 +,male,9
2023,50 +,female,8
2023,50 +,male,13
2023,50 +,female,7
2023,50 +,male,37
2023,50 +,female,33
2023,0 to 29,female,1
2023,30 to 49,female,2
2023,30 to 49,female,1
2023,50 +,male,1
2023,50 +,male,1
2023,50 +,female,4
2023,50 +,male,11
2023,50 +,female,2
2023,50 +,male,28
2023,50 +,female,20
2023,30 to 49,female,1
2023,30 to 49,female,1
2023,50 +,male,4
2023,50 +,male,11
2023,50 +,female,3
2023,50 +,male,13
2023,50 +,female,17
2023,30 to 49,male,1
2023,30 to 49,female,1
2023,50 +,male,3
2023,50 +,female,5
2023,50 +,male,6
2023,50 +,female,5
2023,50 +,male,13
2023,50 +,female,12
2023,50 +,female,1
2023,50 +,male,3
2023,50 +,female,2
2023,50 +,male,7
2023,50 +,female,5
2023,50 +,male,18
2023,50 +,female,20
2023,50 +,female,1
2023,50 +,male,2
2023,50 +,female,1
2023,50 +,male,6
2023,50 +,female,5
2023,50 +,male,14
2023,50 +,female,15
2023,30 to 49,female,1
2023,50 +,male,2
2023,50 +,female,1
2023,50 +,male,3
2023,50 +,female,1
2023,50 +,male,23
2023,50 +,female,13
2023,50 +,male,2
2023,50 +,female,3
2023,50 +,male,2
2023,50 +,female,4
2023,50 +,male,11
2023,50 +,female,11
2023,30 to 49,male,1
2023,50 +,female,1
2023,50 +,male,4
2023,50 +,female,2
2023,50 +,male,3
2023,50 +,male,9
2023,50 +,female,8
2023,0 to 29,male,1
2023,50 +,female,1
2023,50 +,male,4
2023,50 +,male,7
2023,50 +,female,6
2023,50 +,male,10
2023,50 +,female,7
2023,0 to 29,male,1
2023,50 +,female,1
2023,50 +,male,2
2023,50 +,male,5
2023,50 +,female,1
2023,50 +,male,5
2023,50 +,female,8
2023,50 +,male,1
2023,50 +,male,1
2023,50 +,female,1
2023,50 +,male,5
2023,50 +,female,1
2023,50 +,male,9
2023,50 +,female,4
2023,50 +,male,4
2023,50 +,male,12
2023,50 +,female,2
2023,0 to 29,male,2
2023,50 +,female,1
2023,50 +,male,1
2023,50 +,female,1
2023,50 +,male,2
2023,50 +,male,4
2023,50 +,female,5
2023,50 +,male,2
2023,50 +,male,1
2023,50 +,male,6
2023,50 +,female,2
2023,50 +,male,4
2023,50 +,female,8
2023,50 +,female,3
2023,50 +,male,2
2023,50 +,female,3
2023,50 +,male,12
2023,50 +,female,2
2023,50 +,female,1
2023,50 +,male,2
2023,50 +,female,1
2023,50 +,male,8
2023,50 +,female,7
2023,30 to 49,female,1
2023,50 +,female,1
2023,50 +,male,1
2023,50 +,male,2
2023,50 +,female,5
2023,50 +,male,6
2023,50 +,female,9
2023,0 to 29,female,1
2023,50 +,female,2
2023,50 +,male,2
2023,50 +,female,2
2023,50 +,male,8
2023,50 +,female,8
2023,0 to 29,female,1
2023,50 +,male,1
2023,50 +,male,1
2023,50 +,female,2
2023,50 +,male,1
2023,50 +,female,4
2023,50 +,male,6
2023,50 +,female,6
2023,0 to 29,female,1
2023,50 +,male,1
2023,50 +,female,1
2023,50 +,male,5
2023,50 +,female,2
2023,50 +,male,12
2023,50 +,female,6
2023,30 to 49,male,1
2023,30 to 49,female,1
2023,50 +,male,3
2023,50 +,female,3
2023,50 +,male,7
2023,50 +,female,3
2023,50 +,male,24
2023,50 +,female,16
2023,0 to 29,female,1
2023,50 +,female,1
2023,50 +,female,2
2023,50 +,male,11
2023,50 +,female,5
2023,50 +,male,20
2023,50 +,female,18
2023,50 +,female,1
2023,50 +,male,6
2023,50 +,female,2
2023,50 +,male,9
2023,50 +,female,3
2023,50 +,male,27
2023,50 +,female,11
2023,30 to 49,female,1
2023,50 +,female,1
2023,50 +,male,5
2023,50 +,male,11
2023,50 +,female,6
2023,50 +,male,29
2023,50 +,female,19
2023,0 to 29,male,1
2023,50 +,male,1
2023,50 +,male,6
2023,50 +,female,7
2023,50 +,male,13
2023,50 +,female,9
2023,50 +,male,25
2023,50 +,female,21
2023,30 to 49,male,1
2023,50 +,male,1
2023,50 +,female,3
2023,50 +,male,1
2023,50 +,female,4
2023,50 +,male,15
2023,50 +,female,14
2023,50 +,male,39
2023,50 +,female,30
2023,30 to 49,male,1
2023,50 +,male,1
2023,50 +,male,6
2023,50 +,female,3
2023,50 +,male,10
2023,50 +,female,4
2023,50 +,male,27
2023,50 +,female,37
2023,30 to 49,male,1
2023,30 to 49,female,1
2023,50 +,male,2
2023,50 +,female,1
2023,50 +,male,3
2023,50 +,female,2
2023,50 +,male,11
2023,50 +,female,9
2023,50 +,male,31
2023,50 +,female,42
2023,0 to 29,male,2
2023,30 to 49,male,1
2023,50 +,male,1
2023,50 +,male,3
2023,50 +,female,5
2023,50 +,male,10
2023,50 +,female,8
2023,50 +,male,29
2023,50 +,female,41
2023,50 +,male,1
2023,50 +,female,2
2023,50 +,male,6
2023,50 +,female,2
2023,50 +,male,13
2023,50 +,female,13
2023,50 +,male,31
2023,50 +,female,31
2023,30 to 49,female,1
2023,50 +,male,1
2023,50 +,female,1
2023,50 +,male,4
2023,50 +,female,7
2023,50 +,male,16
2023,50 +,female,11
2023,50 +,male,32
2023,50 +,female,34
2023,30 to 49,female,3
2023,30 to 49,male,1
2023,50 +,male,2
2023,50 +,female,1
2023,50 +,male,8
2023,50 +,female,8
2023,50 +,male,17
2023,50 +,female,11
2023,50 +,male,26
2023,50 +,female,37
2023,0 to 29,male,1
2023,0 to 29,female,1
2023,30 to 49,male,1
2023,30 to 49,female,1
2023,50 +,male,2
2023,50 +,female,2
2023,50 +,male,4
2023,50 +,female,4
2023,50 +,male,13
2023,50 +,female,14
2023,50 +,male,29
2023,50 +,female,29
2023,0 to 29,male,1
2023,30 to 49,male,1
2023,50 +,male,1
2023,50 +,female,4
2023,50 +,male,3
2023,50 +,female,7
2023,50 +,male,14
2023,50 +,female,12
2023,50 +,male,51
2023,50 +,female,34
2023,0 to 29,male,1
2023,0 to 29,male,1
2023,30 to 49,female,1
2023,30 to 49,female,1
2023,50 +,male,2
2023,50 +,female,3
2023,50 +,male,8
2023,50 +,female,7
2023,50 +,male,16
2023,50 +,female,3
2023,50 +,male,39
2023,50 +,female,26
2023,0 to 29,female,1
2023,30 to 49,female,1
2023,30 to 49,male,1
2023,30 to 49,female,2
2023,50 +,female,1
2023,50 +,male,3
2023,50 +,female,4
2023,50 +,male,11
2023,50 +,female,4
2023,50 +,male,27
2023,50 +,female,16
2023,30 to 49,male,1
2023,30 to 49,female,1
2023,50 +,male,1
2023,50 +,female,1
2023,50 +,male,3
2023,50 +,female,3
2023,50 +,male,15
2023,50 +,female,11
2023,50 +,male,34
2023,50 +,female,23
2023,30 to 49,female,1
2023,50 +,female,1
2023,50 +,male,9
2023,50 +,female,4
2023,50 +,male,15
2023,50 +,female,5
2023,50 +,male,35
2023,50 +,female,31
